genre_ids,origin_country,original_language,popularity,vote_average,vote_count,year
"[9648, 10765]",['US'],en,22.3568,1.0,2,2022.0
"[18, 80]","['GB', 'US']",en,22.9191,7.8,1148,2025.0
"[16, 10765, 10759]",['US'],en,23.1047,8.396,1161,2010.0
[18],['GB'],en,23.2279,6.7,45,1979.0
"[35, 16]",['US'],en,21.3553,7.6,523,2005.0
"[10759, 80, 18, 35]",['US'],en,22.2159,7.3,768,2016.0
"[80, 18, 9648]",['US'],en,25.5595,7.349,713,2004.0
[18],['US'],en,22.3495,7.1,1349,2021.0
"[10763, 10767]",['DE'],de,24.4787,3.2,4,1997.0
"[16, 10762, 10759]",['US'],en,23.097,8.2,86,2023.0
"[18, 9648, 10759]",['KR'],ko,22.6969,8.3,388,2020.0
"[35, 10764]",['KR'],ko,19.4004,7.6,10,2018.0
"[18, 80]",['DE'],de,23.4046,6.0,42,1974.0
"[10759, 18, 10751, 35]",['US'],en,23.3895,6.1,65,1954.0
"[18, 35]",['FR'],fr,23.0724,6.9,32,2023.0
"[80, 35, 10759, 18]",['KR'],ko,22.6586,8.643,113,2025.0
"[10751, 10764]",['US'],en,21.0559,6.0,119,2005.0
[18],['US'],en,23.7599,7.7,107,1997.0
"[18, 10765]",['US'],en,24.7167,8.1,2591,2021.0
"[35, 10762]",['US'],en,23.8136,8.0,1490,2007.0
"[80, 18]",['US'],en,22.9565,8.2,4965,2015.0
[10767],['US'],en,22.837,5.2,140,2015.0
[18],['US'],en,22.4874,7.4,16,2025.0
"[18, 80]",['US'],en,21.8133,7.961,1378,2021.0
"[16, 35]",['US'],en,25.3368,7.8,1014,2011.0
[10767],['DE'],de,24.0381,6.0,2,2000.0
"[18, 80]",['US'],en,22.2841,7.5,370,2015.0
"[10766, 35, 18]",['CO'],es,22.9672,8.344,3471,1999.0
"[35, 10767]",['ES'],es,23.4912,4.9,38,2006.0
"[99, 10763]",['US'],en,21.7618,7.4,46,1983.0
"[35, 18]",['KR'],ko,21.7012,8.264,2463,2020.0
"[9648, 18]",['CA'],en,24.003,7.722,270,2008.0
[10767],['GB'],en,20.0244,4.5,6,1982.0
"[18, 10768]",['US'],en,21.4302,8.024,1046,2023.0
[18],['IN'],hi,21.8039,1.0,1,2020.0
"[80, 18, 10765, 9648]",['DE'],de,24.7242,8.42,7107,2017.0
"[18, 37]",['US'],en,20.7568,8.202,639,2022.0
"[35, 10767]",['US'],en,23.2429,6.7,110,2005.0
"[35, 18]",['US'],en,24.0026,7.909,342,2004.0
[18],['CA'],fr,24.8141,6.1,7,2022.0
"[35, 10751]",['US'],en,21.7313,7.6,154,1960.0
"[16, 35, 18]",['US'],en,23.1932,8.544,2628,2014.0
[99],['GB'],en,21.9465,7.4,33,1964.0
"[10751, 10765, 35, 18]",['US'],en,19.2227,7.477,526,1996.0
[80],['DE'],de,21.2992,5.5,6,1978.0
"[35, 10767]",['US'],en,21.7107,6.3,324,2015.0
"[10767, 35, 10763]",['US'],en,21.9417,7.835,740,2014.0
[10764],['US'],en,21.8749,10.0,2,2025.0
"[35, 18]",['US'],en,21.3644,8.1,863,2017.0
"[10759, 80, 18, 9648]",['US'],en,22.175,7.3,411,1980.0
"[10765, 10759, 18]",['US'],en,22.777,7.9,869,1993.0
"[16, 35, 10765, 10759]",['JP'],ja,22.2409,8.16,209,2022.0
[35],['US'],en,18.3226,7.2,319,2014.0
[10766],['ZA'],af,24.2701,7.2,23,2015.0
"[16, 35, 10759, 10765]",['JP'],ja,22.5778,7.8,539,2016.0
"[10762, 35]",['US'],en,20.616,7.1,270,1969.0
"[18, 10759, 10765]",['US'],en,21.7309,7.5,1325,1995.0
"[10765, 9648, 18]",['US'],en,20.8646,7.644,1685,2018.0
"[16, 35, 10762]",['JP'],ja,20.7553,7.8,102,1992.0
"[80, 18, 9648]",['GB'],en,21.7778,8.513,5924,2010.0
"[18, 10759]",['US'],en,21.8226,7.3,947,2016.0
"[18, 9648]",['US'],en,21.1566,7.2,106,2025.0
"[18, 80]",['US'],en,22.335,8.1,821,2022.0
"[10751, 35, 18]",['CA'],fr,18.68,6.0,2,2001.0
"[16, 10759, 10765]",['US'],en,20.3123,8.1,4436,2021.0
"[10759, 80, 9648, 18]",['US'],en,22.2124,6.7,51,1967.0
"[16, 10765, 10759]",['JP'],ja,23.0615,8.672,6965,2013.0
[10767],['FR'],fr,25.5472,5.4,15,2016.0
[35],['US'],en,24.739,7.1,665,1998.0
"[10765, 10759, 18]",['US'],en,20.7094,7.553,873,2001.0
"[10759, 35, 16]",['JP'],ja,22.4372,8.724,4986,1999.0
"[18, 10766]",['US'],en,19.3979,5.9,164,1992.0
[18],['IN'],hi,19.3638,9.1,7,2011.0
[18],['CN'],zh,21.4826,6.7,9,2025.0
"[35, 18]",['US'],en,23.2405,7.452,281,2021.0
"[18, 10765]",['CN'],zh,18.9345,8.7,6,2025.0
"[10751, 16, 10762, 35]",['US'],en,21.339,7.6,721,1991.0
"[80, 18, 9648]",['US'],en,22.7048,7.835,1684,2014.0
"[16, 9648, 18, 10765]",['JP'],ja,20.1362,8.7,32,2025.0
"[16, 35, 10759, 10765]",['JP'],ja,20.6502,9.1,14,2025.0
[18],['DE'],de,20.867,8.4,538,2024.0
"[18, 10759]",['US'],en,21.7541,8.2,1512,2018.0
[18],['US'],en,22.1651,8.228,1529,2016.0
[18],['US'],en,19.5949,6.0,11,1963.0
"[10765, 18, 9648]",['US'],en,22.2685,7.621,1951,2008.0
"[37, 18, 10751]",['US'],en,21.5984,6.4,27,1957.0
"[35, 18, 10765]",['US'],en,21.9692,7.322,298,2025.0
"[80, 18]",['US'],en,22.5203,8.212,2533,2017.0
"[35, 18]",['US'],en,19.6513,8.047,1712,2021.0
"[10763, 10767]",['DE'],de,21.278,3.5,2,1992.0
[18],['GR'],el,18.3873,8.5,4,2021.0
"[10765, 18]",['US'],en,21.5343,7.517,1364,2015.0
"[18, 80, 9648]",['GB'],en,17.3296,7.7,132,2004.0
"[80, 18, 9648]",['US'],en,20.6122,7.778,914,2019.0
"[18, 35]",['US'],en,20.4793,8.2,1470,2022.0
"[16, 35, 18, 9648]",['JP'],ja,20.5633,8.1,490,2009.0
"[80, 18, 9648]",['US'],en,20.3549,7.0,401,2005.0
[10764],['US'],en,22.3897,7.4,6,2023.0
"[10751, 18]",['TR'],tr,20.4883,6.0,10,2024.0
"[16, 10765]",['US'],en,20.5562,8.2,524,2022.0
"[18, 10759, 80]",['US'],en,21.2684,7.0,237,2003.0
[35],['US'],en,21.4509,7.5,734,2006.0
"[37, 10759]",['US'],en,18.7162,7.5,179,1957.0
"[9648, 18, 10765]",['US'],en,15.1027,5.6,13,1959.0
"[80, 18, 9648]",['US'],en,21.8793,6.8,65,1967.0
"[80, 18]",['CO'],es,19.7939,7.6,3641,2012.0
[10767],['US'],en,20.557,5.0,9,2014.0
[18],['US'],en,19.8274,7.2,153,2001.0
"[10765, 10759, 18]",['US'],en,21.1471,8.267,1683,2022.0
[35],['RS'],sr,21.9058,7.9,10,2012.0
"[37, 18]","['FR', 'US']",en,18.0882,6.1,54,1965.0
"[37, 18, 10751]",['US'],en,21.5567,7.928,930,1974.0
"[80, 18]",['US'],en,18.1618,7.977,776,2010.0
"[80, 35]",['DE'],de,21.5821,6.5,24,2002.0
"[18, 10766]",['US'],en,19.7732,6.7,40,1979.0
[18],['TR'],tr,19.4699,8.044,275,2020.0
"[10759, 35, 18]",['US'],en,21.2395,7.7,1112,2007.0
"[18, 10766]",['DE'],de,21.4955,5.8,41,1992.0
"[18, 80]",['US'],en,20.5822,7.531,210,2024.0
[35],['US'],en,20.4785,7.5,733,2015.0
"[10766, 18]",['US'],en,21.2113,6.5,120,1981.0
"[18, 80, 9648]",['GB'],en,20.6201,7.6,123,2013.0
"[10759, 18]",['US'],en,20.3714,7.644,5053,2015.0
[18],['KR'],ko,19.8533,8.8,387,2025.0
"[18, 10766]",['CA'],en,19.3923,7.6,101,2001.0
"[10764, 35, 10767]",['GB'],en,20.3476,8.003,794,2016.0
"[10759, 16, 35, 10765, 10762]",['JP'],ja,19.9604,8.4,984,1992.0
"[80, 18, 9648]",['US'],en,22.17,7.8,412,2003.0
[10767],['GB'],en,28.3467,5.3,3,1978.0
"[16, 35, 10765, 10762]","['CA', 'US']",en,23.7811,8.17,690,2010.0
[35],['US'],en,20.8285,7.8,464,2023.0
"[10759, 18, 10765]",['GB'],en,19.085,7.825,1045,2008.0
"[80, 18, 35]",['US'],en,21.1755,7.1,384,2016.0
"[35, 10751]",['US'],en,21.9211,5.8,38,1963.0
"[16, 10759, 18]",['JP'],ja,19.045,8.2,508,2022.0
"[35, 18]",['PH'],tl,19.6298,6.3,22,2022.0
[18],['GB'],en,20.1572,7.2,111,2023.0
"[18, 80]",['US'],en,21.4305,7.8,121,1959.0
"[16, 35, 18, 10759]",['JP'],ja,20.318,8.6,1138,2000.0
"[16, 35, 10751]",['JP'],ja,18.7116,6.5,6,1969.0
"[18, 10768, 80]",['US'],en,21.8079,7.572,2382,2011.0
[18],['US'],en,18.132,7.1,13,2000.0
[18],['US'],en,18.7396,6.3,7,1948.0
"[18, 10766]",['MX'],es,16.9255,7.0,275,2008.0
[10767],['US'],en,20.6044,7.2,17,1944.0
"[18, 80]",['US'],en,19.2118,8.3,2687,2013.0
[18],['US'],en,23.7302,7.571,312,2017.0
"[10762, 16, 35, 10765, 10759]",['US'],en,20.4965,6.8,364,2006.0
"[10765, 35, 10759]",['US'],en,20.4156,7.3,565,1966.0
[35],['US'],en,18.6118,6.798,603,1996.0
"[18, 35]",['TR'],tr,20.7206,8.2,3093,2020.0
"[35, 18]",['US'],en,20.8575,7.9,874,2014.0
"[80, 18]",['US'],en,20.5158,7.5,462,1984.0
"[10764, 10751]",['US'],en,20.8587,6.9,147,1984.0
"[18, 10766]",['US'],en,20.5349,7.347,567,1998.0
"[80, 18]",['US'],en,19.3715,7.9,275,2021.0
"[10764, 10751]",['SE'],sv,18.6607,4.4,5,1959.0
"[18, 35]",['US'],en,19.683,8.272,1402,2018.0
"[10751, 18, 35]",['TR'],tr,18.8813,7.2,21,2018.0
"[10759, 18, 10768]",['US'],en,20.3297,7.693,971,2022.0
"[10765, 18]",['US'],en,16.4655,7.548,1391,2019.0
"[18, 80]",['US'],en,20.5687,6.4,32,1951.0
"[16, 10765, 18, 10759]",['US'],en,19.8529,8.762,5372,2021.0
"[16, 35]",['JP'],ja,18.9122,7.8,20,1990.0
[35],['US'],en,18.6723,7.0,46,1962.0
[10764],['US'],en,19.271,7.3,407,2000.0
[35],['US'],en,20.1375,8.0,1642,2009.0
"[10765, 80]",['US'],en,20.2511,5.4,334,2025.0
"[35, 10764]",['KR'],ko,20.0902,7.1,28,2007.0
"[10766, 18]",['US'],en,20.5206,5.5,52,1981.0
"[18, 10766, 10751]",['IN'],hi,18.7417,5.7,70,2020.0
"[35, 10767]",['IN'],hi,16.4836,7.1,36,2016.0
"[10759, 18]","['US', 'GB']",en,20.2251,7.8,46,1972.0
"[18, 80]",['US'],en,19.7734,5.9,68,2025.0
[18],['US'],en,18.3432,7.1,384,2013.0
"[37, 18]",['US'],en,18.6421,7.1,46,1959.0
"[18, 10768]",['US'],en,26.1332,7.2,20,1964.0
[35],['US'],en,18.8787,7.384,661,1991.0
"[35, 10759, 16]",['US'],en,20.7348,8.0,1344,2009.0
"[16, 10751, 10765, 10762, 35]",['US'],en,21.9969,7.0,533,1981.0
"[10768, 18, 35]",['US'],en,20.1838,7.927,696,1972.0
"[9648, 80, 18]",['ES'],es,18.2546,6.41,50,2025.0
"[10751, 35]",['US'],en,19.9095,7.5,351,2013.0
"[80, 18, 35]",['GB'],en,20.8248,7.1,32,1992.0
"[10759, 80, 18, 9648]",['IN'],hi,20.9634,5.9,24,1998.0
[10764],['CN'],zh,17.8393,6.9,12,2014.0
"[80, 18, 9648]",['IR'],fa,18.7782,10.0,1,2025.0
"[9648, 18, 35]",['US'],en,18.49,7.8,653,2004.0
"[35, 18]",['FR'],fr,17.8707,7.1,13,2025.0
"[10751, 35]",['CN'],zh,16.8487,5.5,6,2006.0
"[16, 35, 10759]",['JP'],ja,18.6883,8.1,175,2006.0
"[18, 10759, 10765]",['US'],en,19.3459,7.9,2749,2018.0
"[16, 10759, 10765, 35]",['JP'],ja,18.5757,7.7,176,2013.0
"[10759, 10765]",['US'],en,19.1346,6.965,985,2016.0
"[18, 10751]",['BE'],nl,20.3,6.9,39,2021.0
"[10765, 18, 9648]",['US'],en,20.2315,7.5,1902,2014.0
"[80, 18]",['US'],en,19.8694,8.0,205,2022.0
[18],['US'],en,18.9553,8.4,1036,2018.0
"[9648, 80]",['RU'],ru,18.2796,6.4,10,2007.0
"[10759, 35, 18]",['US'],en,19.0502,6.518,334,2024.0
"[10765, 10759, 18]",['US'],en,19.6325,8.418,10496,2019.0
"[10751, 18]",['TR'],tr,17.942,6.8,18,2022.0
"[10765, 10759, 18]","['CA', 'US']",en,19.5149,8.025,1091,2004.0
"[10765, 10759, 10762, 35, 16]",['JP'],ja,20.9694,9.0,87,2023.0
"[35, 10751, 18]",['US'],en,19.4809,7.9,1491,1998.0
"[10765, 18]",['US'],en,18.193,7.375,1332,2020.0
[18],['US'],en,15.1947,6.8,64,1982.0
"[16, 35, 9648, 10765, 10762, 10759, 10751]",['US'],en,19.4884,8.598,3241,2012.0
[18],['IN'],hi,17.7999,9.5,2,2017.0
"[16, 10759, 10765, 10762]",['JP'],ja,17.8188,8.058,869,1999.0
"[18, 80]",['MX'],es,18.1006,7.566,1709,2016.0
"[10764, 35]",['GB'],en,18.9467,8.5,342,2021.0
"[10765, 10759, 18]",['US'],en,19.0479,7.0,1898,2017.0
[18],['HK'],cn,19.7043,0.0,0,2025.0
"[16, 35, 10751]",['US'],en,18.2831,7.0,146,2015.0
[],['CN'],zh,17.7339,10.0,1,2010.0
[35],['JP'],ja,15.5479,7.7,3,1996.0
[10767],['US'],en,17.3041,6.2,9,1962.0
[10764],['GB'],en,19.7678,6.6,42,1964.0
"[10759, 18, 35]",['US'],en,17.5151,7.3,446,2014.0
[10767],['KR'],ko,16.4071,5.8,4,2007.0
"[35, 80, 18]",['US'],en,18.4425,7.5,919,2005.0
[35],['US'],en,19.5102,7.929,1522,2003.0
"[18, 35]",['MX'],es,17.4924,7.993,427,2025.0
"[10751, 35]",['US'],en,27.0141,7.8,675,1989.0
"[10759, 18, 10765, 35]",['US'],en,18.0542,7.0,465,1993.0
"[16, 10759, 10751, 10762, 35]",['US'],en,19.0232,8.1,252,2018.0
"[16, 10759, 10765, 35]",['JP'],ja,17.6185,8.7,2252,2009.0
"[16, 10759, 18]",['JP'],ja,18.4642,8.0,111,1998.0
"[18, 35, 80]",['FR'],fr,17.2013,4.4,33,2004.0
"[80, 18]",['GB'],en,19.9177,7.6,99,1996.0
"[16, 10765, 10759, 35, 9648]",['JP'],ja,17.9496,8.6,2033,2000.0
[35],['US'],en,17.5451,7.304,23,2025.0
"[16, 10759, 35, 10765, 10762]",['US'],en,20.8634,7.4,831,2002.0
[10764],['DE'],de,19.0174,7.0,16,1995.0
"[35, 10751, 18]",['HK'],cn,15.611,7.5,2,2003.0
"[18, 10759, 80]",['US'],en,17.776,8.0,1166,2020.0
"[35, 18, 10766]",['NL'],nl,18.3925,3.0,6,2007.0
"[16, 35, 10759, 10765]",['JP'],ja,18.525,8.399,3808,2015.0
"[18, 35]",['KR'],ko,16.4562,8.043,197,2024.0
[16],['JP'],ja,19.7344,7.6,9,2023.0
"[35, 18]",['JP'],ja,20.3326,7.366,179,2019.0
"[10759, 35]",['US'],en,17.7093,7.833,455,2023.0
"[10765, 18]",['US'],en,18.7667,8.439,2968,2018.0
"[16, 18, 10765]",['JP'],ja,18.4971,8.3,2424,2014.0
"[99, 10751]",['US'],en,18.7701,8.1,37,1982.0
"[18, 10766]",['GB'],en,19.2503,2.6,5,1997.0
"[16, 10759]",['JP'],ja,15.7618,8.247,987,2000.0
"[16, 10759, 18, 10765]",['CN'],zh,19.5511,8.8,21,2022.0
[],['JP'],ja,17.6892,6.156,32,2019.0
"[10759, 18, 10765]",['KR'],ko,19.0998,8.287,4151,2022.0
"[16, 10762, 10759, 35, 10765]",['CN'],zh,16.2733,7.4,17,2005.0
[18],['US'],en,18.1814,7.8,874,2003.0
[18],['JP'],ja,19.595,6.7,3,2022.0
[35],['TR'],tr,17.6978,8.3,14,2024.0
[18],['US'],en,17.8672,7.4,155,2010.0
"[18, 80, 10759]",['US'],en,19.0394,5.5,11,1958.0
"[16, 10759, 10765]",['JP'],ja,19.3668,8.528,1881,2022.0
"[80, 18]","['AR', 'US']",es,18.0217,7.5,66,2025.0
[99],['US'],en,16.8984,7.803,581,2003.0
[10764],['CN'],zh,16.3593,6.3,3,2016.0
[35],['RU'],ru,13.5445,7.7,43,2022.0
"[16, 10759, 35, 10765]",['JP'],ja,17.7276,8.538,1956,2012.0
"[18, 10768]",['US'],en,21.4051,6.992,312,2014.0
"[35, 10751, 18]",['MX'],es,18.1004,8.01,1964,1973.0
"[10759, 10765]",['US'],en,14.1864,7.577,463,1984.0
[18],['US'],en,18.7008,8.688,7137,2019.0
"[18, 10759, 10765]",['GB'],en,18.9683,7.9,670,1963.0
"[16, 10765]",['JP'],ja,19.7437,7.676,74,2024.0
[16],['JP'],ja,16.3487,7.2,12,2018.0
"[18, 10765, 10759]",['US'],en,16.7902,8.0,556,1994.0
"[80, 9648, 10764]",['CN'],zh,20.0002,8.2,13,2016.0
[35],['US'],en,17.8098,7.3,133,1984.0
"[18, 80]",['US'],en,18.911,7.3,108,2025.0
[18],['US'],en,17.6413,7.2,499,2003.0
"[10759, 80, 18]",['US'],en,17.5544,7.6,289,1966.0
"[16, 10759, 10765]",['JP'],ja,22.8469,8.0,116,1971.0
[18],['GB'],en,17.3488,6.7,21,1981.0
[10764],['US'],en,17.9655,5.0,250,2000.0
[10767],['US'],en,17.6037,5.5,47,1988.0
"[10751, 16, 10759]",['US'],en,17.8077,6.3,58,2011.0
"[10759, 35, 18, 37, 10765]",['US'],en,17.3726,7.5,75,1965.0
"[18, 10768]",['US'],en,15.9697,7.1,71,1986.0
[10767],['US'],en,19.132,4.3,103,1997.0
"[16, 18]",['JP'],ja,17.4928,8.343,277,2023.0
"[16, 10759, 10765, 18]",['JP'],ja,20.7387,8.527,1466,2019.0
"[18, 35]",['KR'],ko,17.6088,4.4,5,2000.0
"[18, 10766]",['GB'],en,18.6998,6.1,83,1986.0
"[80, 18]",['US'],en,19.1079,6.9,42,1968.0
"[16, 35, 80, 9648, 10759, 10765, 18]",['JP'],ja,16.1592,8.4,396,2016.0
[18],['US'],en,17.1123,5.0,12,1948.0
"[16, 10759, 10765]",['JP'],ja,18.8553,8.9,10,2025.0
"[18, 10765, 10766]",['US'],en,16.9541,7.2,87,1966.0
"[80, 18, 9648, 35]","['US', 'FR']",en,19.2959,7.9,450,2010.0
"[10766, 18]",['ZA'],en,19.4631,4.3,3,1998.0
"[80, 18]",['GB'],en,15.2068,6.3,25,2025.0
"[18, 35]",['KR'],ko,17.2921,8.172,545,2023.0
"[18, 10759, 80]",['GB'],en,17.944,7.7,135,2002.0
"[18, 9648]",['US'],en,15.9663,7.6,790,2011.0
"[37, 18]",['US'],en,17.0471,5.5,8,1956.0
"[16, 35]",['JP'],ja,16.7562,8.6,14,2002.0
"[80, 18]",['US'],en,16.6782,7.874,990,2013.0
"[16, 10759, 10765]",['CN'],zh,16.948,8.3,48,2017.0
"[18, 80]",['US'],en,17.9095,7.1,122,1986.0
"[10765, 18]",['US'],en,17.9525,7.9,946,1999.0
"[10768, 18]",['US'],en,17.3444,7.7,105,1962.0
"[10759, 80, 10765]",['GB'],en,16.7765,7.7,142,1961.0
"[80, 18]",['US'],en,16.1962,7.636,217,2021.0
"[18, 10765, 80, 9648]",['KR'],ko,15.7961,8.65,133,2024.0
[18],['US'],en,16.7545,8.01,2951,2013.0
"[80, 18]",['DE'],de,16.604,6.2,16,2001.0
"[10759, 80, 18, 9648]",['GB'],en,17.856,7.3,117,1962.0
"[16, 10765]",['US'],en,16.3461,8.231,3683,2019.0
"[10759, 18, 80]",['US'],en,16.1407,6.8,121,1979.0
[35],['US'],en,18.3301,7.276,330,2011.0
"[16, 18]",['JP'],ja,13.5197,4.9,11,2020.0
[35],['US'],en,18.4132,7.0,85,2012.0
"[16, 10765, 35, 10759]",['JP'],ja,14.1454,7.3,29,2011.0
"[10766, 10751, 35, 9648]",['AR'],es,19.9601,8.0,1077,2016.0
[10767],['GB'],en,18.3666,4.6,28,2006.0
"[35, 10766, 18]",['MX'],es,18.1295,8.408,5170,2004.0
[10764],['KR'],ko,15.8674,5.6,11,2015.0
[35],['US'],en,18.4658,6.5,164,1995.0
"[18, 35]",['HK'],cn,17.0649,0.0,0,1995.0
"[16, 35]",['JP'],ja,15.2294,7.0,60,2022.0
[18],['TR'],tr,16.4584,0.0,0,2025.0
"[16, 18, 10765, 10759]",['CN'],zh,19.6601,8.3,50,2018.0
[99],['US'],en,15.6857,7.4,36,1988.0
"[80, 18]",['US'],en,18.7729,7.708,467,2016.0
"[10765, 10759, 18]",['US'],en,14.5333,7.613,1507,2017.0
"[10759, 80, 18]",['US'],en,17.1222,6.2,30,1974.0
"[10751, 18, 80]",['TR'],tr,16.8975,8.6,39,2021.0
"[37, 10759, 18]",['US'],en,18.6398,6.8,34,1958.0
[10767],['DE'],de,17.7195,6.5,4,1979.0
"[80, 18, 10766]",['US'],es,17.2789,7.922,3339,2013.0
[18],['US'],en,16.9619,7.0,158,1993.0
"[80, 18]",['US'],en,16.3897,7.49,1144,2017.0
[18],['BR'],pt,16.9713,10.0,2,2025.0
"[10751, 16, 10762, 10759]",['US'],en,13.7667,7.389,194,1990.0
"[18, 35, 9648, 80, 10751]",['IT'],it,15.777,6.3,66,2000.0
"[10765, 35, 18]",['GB'],en,17.2787,8.019,2150,2019.0
"[10766, 18, 80]",['GB'],en,18.7869,4.1,215,1985.0
[10764],['US'],en,17.4056,6.8,304,2005.0
[18],['TH'],th,15.6544,9.333,3,2025.0
"[80, 9648, 10765]",['KR'],ko,21.2188,8.421,292,2021.0
"[10768, 18, 10759]",['TR'],tr,16.2125,7.2,29,2021.0
"[16, 18, 9648]",['JP'],ja,17.016,8.466,712,2017.0
"[10759, 18, 10765]",['US'],en,17.7292,7.0,551,1995.0
[35],['US'],en,17.5215,7.265,407,2020.0
"[10759, 16, 35, 10765]",['JP'],ja,17.7425,8.569,1365,2016.0
"[18, 35]",['GB'],en,16.4695,8.145,1315,2007.0
[18],['US'],en,16.5659,7.125,16,2025.0
"[18, 10749]",['US'],en,18.6964,7.804,774,2007.0
"[18, 35]",['US'],en,17.7946,7.2,82,2011.0
"[10766, 18]",['US'],en,17.3248,7.2,76,1994.0
"[16, 35, 10751, 10762, 9648]",['US'],en,17.4256,7.8,547,2016.0
[99],['CN'],zh,16.866,8.0,5,2023.0
[10764],['US'],en,16.3741,7.5,257,2009.0
"[10751, 16, 35, 10762]",['US'],en,16.9719,7.425,937,1960.0
"[18, 10768]",['US'],en,17.8246,7.779,502,2024.0
[10766],['ZA'],af,17.5645,6.0,1,2004.0
"[18, 10765]",['US'],en,18.3357,8.173,12009,2021.0
[18],['IN'],hi,15.1655,6.3,6,2009.0
"[35, 18]",['US'],en,16.713,7.2,67,2025.0
[99],['US'],en,15.4201,6.9,11,1988.0
[10767],['KR'],ko,17.9517,6.3,9,2009.0
"[10759, 35, 80]","['DE', 'US']",en,16.021,5.3,65,1998.0
"[35, 10767]",['GB'],en,16.5259,6.0,8,1995.0
"[10759, 18]",['US'],en,17.1319,7.683,1657,2018.0
"[35, 10751, 10766]",['AR'],es,17.1607,8.634,1489,2017.0
"[99, 9648, 10764]",['US'],en,15.6767,7.2,57,1997.0
[37],['US'],en,15.5516,5.6,10,1958.0
"[18, 80]",['GB'],en,16.0502,6.6,99,2019.0
"[35, 10767]",['GB'],en,13.6192,7.95,260,2003.0
"[18, 10765, 10759, 9648]",['KR'],ko,16.7738,8.539,710,2022.0
"[37, 10759, 18]",['US'],en,16.2371,7.4,41,1957.0
"[10759, 16, 18, 9648]",['US'],en,16.7358,8.553,1708,1992.0
[18],['US'],en,16.5095,7.288,118,2025.0
[18],['KR'],ko,16.3032,8.2,281,2021.0
"[18, 80]",['US'],en,15.8653,6.4,85,1982.0
"[80, 18]",['US'],en,15.366,8.027,785,1997.0
"[80, 18]",['US'],en,15.7835,6.9,533,2013.0
"[18, 10765, 35]",['KR'],ko,16.2512,8.44,604,2024.0
"[10765, 10759, 18]",['US'],en,16.0564,7.3,409,1974.0
"[35, 18, 9648, 80]",['US'],en,12.7695,7.5,365,1985.0
"[37, 10759]",['US'],en,14.5142,6.7,32,1949.0
"[18, 9648, 10766]",['ES'],es,17.0225,7.7,61,2023.0
"[10759, 80, 18]",['TH'],th,15.7169,8.722,144,2022.0
[10766],['PL'],pl,16.0017,4.7,7,1997.0
"[35, 10751]",['US'],en,15.7668,7.544,1062,1987.0
"[10751, 35, 16, 10762]",['US'],en,17.4611,7.724,1813,2015.0
[18],['US'],en,16.2362,8.1,1023,2001.0
[18],['IL'],he,16.6883,7.5,282,2020.0
[10767],['US'],en,16.3338,3.8,8,2022.0
"[16, 35, 10765]",['US'],en,18.0726,7.7,836,1996.0
[18],['US'],en,14.5707,8.3,3,1976.0
"[16, 10765, 10759]",['US'],en,15.9829,7.37,408,2024.0
[80],['DE'],de,14.5357,6.6,8,2009.0
[18],['GB'],en,18.3502,6.1,9,1993.0
"[10764, 10767]",['KR'],ko,15.9207,6.4,8,2016.0
"[18, 9648]",['US'],en,15.8334,7.6,831,2019.0
"[35, 10765, 10762]",['US'],en,16.0747,8.504,1031,2007.0
"[10765, 10759, 18]",['US'],en,15.4558,7.246,473,1977.0
"[10767, 35]",['US'],en,16.0768,6.3,157,1993.0
[10764],['GB'],en,16.6256,0.0,0,1994.0
"[35, 18, 80]",['GB'],en,15.381,8.452,221,2019.0
[18],['KR'],ko,16.3003,8.462,820,2022.0
"[80, 10759, 18, 9648]",['US'],en,15.4712,7.0,125,1973.0
"[16, 35, 10765]",['JP'],ja,15.8801,8.583,18,2025.0
[18],['US'],en,23.1511,6.3,3,1959.0
"[16, 9648, 10765]",['JP'],ja,16.4048,8.629,4516,2006.0
[10764],['US'],en,15.1392,6.0,211,2011.0
[35],['US'],en,15.3948,6.6,42,2021.0
"[16, 35, 10762]",['US'],en,14.7826,6.6,42,1993.0
"[35, 10751]",['US'],en,16.0311,6.9,123,1962.0
"[18, 35, 10765]",['KR'],ko,15.4977,8.46,581,2023.0
"[16, 35]",['JP'],ja,18.9377,8.0,12,2025.0
"[35, 99, 18]",['US'],en,15.384,5.5,20,1971.0
"[10759, 18, 10765]",['US'],en,15.9885,7.6,1142,2016.0
"[18, 10766, 10751]",['IN'],hi,13.7225,7.4,82,2020.0
[35],['US'],en,15.4818,6.1,18,1969.0
"[18, 9648, 10765]",['US'],en,15.1972,7.416,1076,2013.0
"[10759, 16, 10765, 10762]",['JP'],ja,15.375,6.2,19,2002.0
"[99, 80]",['AR'],es,15.1082,9.1,15,2025.0
"[16, 35, 10751, 10762, 10765]",['JP'],ja,16.3376,8.2,9,2022.0
"[10759, 80, 18, 9648]","['CO', 'US']",es,13.7094,7.5,2870,2016.0
"[35, 18, 10751]",['US'],en,16.4671,8.3,1041,1988.0
"[18, 9648]",['US'],en,15.0401,7.911,491,2024.0
"[16, 10759]",['US'],en,16.1756,7.6,270,2008.0
"[10759, 18, 80]",['US'],en,18.0497,6.7,132,1992.0
[18],['TR'],tr,15.5631,8.455,22,2023.0
"[16, 35]",['US'],en,16.771,8.0,314,2014.0
"[35, 80, 18]",['RU'],ru,14.178,7.7,22,2022.0
